Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,RH,Temp,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NOx_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex,Checks,AQI_calculated,AQI_bucket_calculated
2024-01-01,90.77,141.06,5.36,4.85,6.93,8.44,3.24,0.59,12.86,70.76,27.42,202.56666666666663,127.37333333333332,4.05,8.6625,2.11,29.5,12.86,7.0,203.0,Very Unhealthy
2024-01-02,60.41,106.35,5.42,5.08,7.11,8.21,2.74,0.52,12.25,71.11,27.78,101.36666666666666,104.23333333333332,3.425,8.8875,2.0525,26.0,12.25,7.0,104.0,Unhealthy for Sensitive Groups
2024-01-03,62.33,121.83,8.18,8.78,11.13,11.94,2.43,0.7,11.05,76.51,33.43,107.76666666666668,114.55333333333331,3.0375000000000005,13.9125,2.985,35.0,11.05,7.0,115.0,Unhealthy for Sensitive Groups
2024-01-04,58.43,93.83,8.63,7.81,11.17,8.43,2.43,0.63,11.54,77.32,27.58,97.38333333333333,93.83,3.0375000000000005,13.9625,2.1075,31.5,11.54,7.0,97.0,Moderate
2024-01-05,52.82,83.17,7.47,6.83,9.71,9.34,2.55,0.62,11.81,75.04,27.54,88.03333333333333,83.17,3.1875,12.1375,2.335,31.0,11.81,7.0,88.0,Moderate
2024-01-06,21.36,43.64,4.98,5.18,6.8,8.91,2.29,0.47,11.09,78.17,27.44,35.6,43.64,2.8625,8.5,2.2275,23.5,11.09,7.0,44.0,Good
2024-01-07,15.62,29.58,6.31,5.51,8.06,8.81,2.62,0.53,9.84,84.91,27.5,26.03333333333333,29.58,3.275,10.075,2.2025,26.5,9.84,7.0,30.0,Good
2024-01-08,30.22,52.62,6.75,4.32,7.79,8.5,2.41,0.51,13.3,84.44,27.52,50.36666666666667,52.62,3.0125,9.7375,2.125,25.5,13.3,7.0,53.0,Moderate
2024-01-09,44.76,79.71,4.68,3.51,5.68,8.31,2.75,0.49,29.65,76.5,27.65,74.6,79.71,3.4375,7.1,2.0775,24.5,29.65,7.0,80.0,Moderate
2024-01-10,43.93,82.32,4.01,3.85,5.31,8.01,2.44,0.42,63.29,73.34,27.68,73.21666666666667,82.32,3.05,6.6375,2.0025,21.0,63.29,7.0,82.0,Moderate
2024-01-11,55.16,94.78,5.2,4.51,6.63,8.34,2.71,0.54,53.32,73.35,27.66,91.93333333333332,94.78,3.3875,8.2875,2.085,27.0,53.32,7.0,95.0,Moderate
2024-01-12,65.64,108.62,6.28,5.52,8.05,8.92,2.23,0.56,42.48,75.67,27.69,118.8,105.74666666666668,2.7875,10.062500000000002,2.23,28.000000000000004,42.48,7.0,119.0,Unhealthy for Sensitive Groups
2024-01-13,99.78,152.86,5.35,5.8,7.44,10.06,2.99,0.64,40.41,77.77,27.56,232.6,135.24,3.7375,9.3,2.515,32.0,40.41,7.0,233.0,Very Unhealthy
2024-01-14,185.58,246.08,9.16,7.68,11.53,11.59,2.26,0.86,19.65,76.52,27.58,350.44615384615383,197.38666666666668,2.825,14.4125,2.8975,43.0,19.65,7.0,350.0,Hazardous
2024-01-15,102.1,157.52,6.78,5.82,8.61,9.78,2.69,0.59,12.42,73.61,27.56,240.3333333333333,138.34666666666666,3.3625,10.7625,2.445,29.5,12.42,7.0,240.0,Very Unhealthy
2024-01-16,48.65,86.11,5.04,5.46,7.01,7.99,2.34,0.5,11.31,68.48,27.53,81.08333333333333,86.11,2.925,8.7625,1.9975,25.0,11.31,7.0,86.0,Moderate
2024-01-17,28.2,83.05,3.6,5.64,5.78,7.41,2.75,0.78,9.51,69.98,27.49,47.0,83.05,3.4375,7.225,1.8525,39.0,9.51,7.0,83.0,Moderate
2024-01-18,30.64,80.68,2.14,6.65,5.17,7.72,2.73,0.75,7.73,73.52,27.53,51.06666666666667,80.68,3.4125,6.4625,1.93,37.5,7.73,7.0,81.0,Moderate
2024-01-19,31.97,78.26,2.26,5.46,4.67,8.94,2.57,0.7,7.17,75.14,27.54,53.28333333333333,78.26,3.2125,5.8375,2.235,35.0,7.17,7.0,78.0,Moderate
2024-01-20,35.0,76.3,2.15,4.51,4.02,9.33,2.79,0.46,7.15,74.03,27.48,58.333333333333336,76.3,3.4875,5.025,2.3325,23.0,7.15,7.0,76.0,Moderate
2024-01-21,31.18,79.08,2.27,5.38,4.59,8.71,3.13,0.64,6.61,72.43,27.45,51.96666666666667,79.08,3.9125,5.7375,2.1775,32.0,6.61,7.0,79.0,Moderate
2024-01-22,34.95,88.27,1.99,5.15,4.27,8.56,2.22,0.86,6.56,72.67,27.51,58.25000000000001,88.27,2.7750000000000004,5.3375,2.14,43.0,6.56,7.0,88.0,Moderate
2024-01-23,35.41,75.03,2.05,4.84,4.21,8.99,2.1,0.55,9.03,71.47,27.47,59.01666666666666,75.03,2.625,5.2625,2.2475,27.500000000000004,9.03,7.0,75.0,Moderate
2024-01-24,52.44,125.48,2.24,7.2,5.65,8.98,2.75,0.73,6.95,72.02,27.36,87.4,116.98666666666666,3.4375,7.0625,2.245,36.5,6.95,7.0,117.0,Unhealthy for Sensitive Groups
2024-01-25,52.17,134.56,2.32,6.32,5.06,9.54,2.14,0.63,6.32,71.41,27.34,86.95,123.04,2.675,6.324999999999999,2.385,31.5,6.32,7.0,123.0,Unhealthy for Sensitive Groups
2024-01-26,46.48,112.73,2.36,5.45,4.77,11.34,2.67,0.65,6.39,73.05,27.28,77.46666666666667,108.48666666666666,3.3375,5.9625,2.835,32.5,6.39,7.0,108.0,Unhealthy for Sensitive Groups
2024-01-27,33.8,76.02,2.07,3.77,3.61,10.99,2.75,0.59,7.93,72.18,27.42,56.33333333333333,76.02,3.4375,4.5125,2.7475,29.5,7.93,7.0,76.0,Moderate
2024-01-28,40.48,84.34,2.22,2.67,3.18,9.94,1.9,0.61,12.15,70.58,27.57,67.46666666666667,84.34,2.375,3.975,2.485,30.5,12.15,7.0,84.0,Moderate
2024-01-29,43.64,87.6,2.0,3.1,3.23,8.86,2.91,0.71,13.84,65.97,27.36,72.73333333333333,87.6,3.6375,4.0375,2.215,35.5,13.84,7.0,88.0,Moderate
2024-01-30,43.91,95.9,2.04,5.5,4.53,8.15,2.84,0.56,10.19,70.24,27.36,73.18333333333332,95.9,3.55,5.6625,2.0375,28.000000000000004,10.19,7.0,96.0,Moderate
2024-01-31,32.05,84.8,2.24,6.3,5.09,7.54,2.91,0.6,7.22,74.02,27.44,53.41666666666666,84.8,3.6375,6.3625,1.885,30.0,7.22,7.0,85.0,Moderate
2024-02-01,25.9,70.16,2.27,5.02,4.44,7.73,2.79,0.58,10.64,77.43,27.71,43.16666666666666,70.16,3.4875,5.550000000000001,1.9325,29.0,10.64,7.0,70.0,Moderate
2024-02-02,13.43,37.15,2.97,10.81,8.17,8.69,2.33,0.51,5.28,74.88,27.91,22.383333333333333,37.15,2.9125,10.2125,2.1725,25.5,5.28,7.0,37.0,Good
2024-02-03,19.97,55.16,6.91,26.06,19.49,8.69,1.98,0.76,5.77,72.32,27.94,33.28333333333333,55.16,2.475,24.3625,2.1725,38.0,5.77,7.0,55.0,Moderate
2024-02-04,17.43,54.88,8.28,24.81,19.93,8.69,2.67,0.49,5.03,71.75,27.78,29.05,54.88,3.3375,24.9125,2.1725,24.5,5.03,7.0,55.0,Moderate
2024-02-05,27.25,69.0,7.01,25.12,19.06,8.69,1.99,0.5,6.09,71.72,27.86,45.41666666666666,69.0,2.4875,23.825,2.1725,25.0,6.09,7.0,69.0,Moderate
2024-02-06,54.97,111.75,10.04,18.26,17.94,9.07,2.21,0.58,8.46,73.2,27.86,91.61666666666667,107.83333333333331,2.7625,22.425000000000004,2.2675,29.0,8.46,7.0,108.0,Unhealthy for Sensitive Groups
2024-02-07,59.89,120.06,18.94,6.24,18.72,9.12,2.75,0.86,5.32,73.71,27.44,99.81666666666666,113.37333333333332,3.4375,23.4,2.28,43.0,5.32,7.0,113.0,Unhealthy for Sensitive Groups
2024-02-08,44.36,119.21,16.62,5.56,16.46,9.6,2.33,0.53,4.88,76.23,27.62,73.93333333333334,112.80666666666666,2.9125,20.575,2.4,26.5,4.88,7.0,113.0,Unhealthy for Sensitive Groups
2024-02-09,38.09,93.16,17.27,4.47,16.42,10.66,1.93,0.45,6.5,74.07,27.77,63.48333333333334,93.16,2.4125,20.525,2.665,22.5,6.5,7.0,93.0,Moderate
2024-02-10,52.3,104.38,6.85,3.58,7.39,10.69,2.33,0.42,6.36,72.06,27.7,87.16666666666666,102.92,2.9125,9.2375,2.6725,21.0,6.36,7.0,103.0,Unhealthy for Sensitive Groups
2024-02-11,46.66,97.67,3.77,2.77,4.52,10.0,2.37,0.43,10.41,69.51,27.67,77.76666666666665,97.67,2.9625,5.65,2.5,21.5,10.41,7.0,98.0,Moderate
2024-02-12,24.48,67.56,3.24,3.08,4.19,7.9,2.55,0.42,9.67,68.69,27.56,40.8,67.56,3.1875,5.237500000000001,1.975,21.0,9.67,7.0,68.0,Moderate
2024-02-13,29.96,76.6,7.29,4.28,8.17,7.88,1.61,0.5,6.22,73.23,27.57,49.93333333333333,76.6,2.0125,10.2125,1.97,25.0,6.22,7.0,77.0,Moderate
2024-02-14,28.83,74.82,4.55,3.45,5.52,8.03,2.53,0.46,7.51,71.97,27.73,48.05,74.82,3.1625,6.9,2.0075,23.0,7.51,7.0,75.0,Moderate
2024-02-15,40.84,88.25,4.23,4.2,5.67,8.28,2.15,0.47,7.2,70.32,27.87,68.06666666666668,88.25,2.6875,7.0875,2.07,23.5,7.2,7.0,88.0,Moderate
2024-02-16,35.64,76.04,4.52,3.46,5.47,7.64,2.55,0.43,7.89,71.01,27.54,59.4,76.04,3.1875,6.8375,1.91,21.5,7.89,7.0,76.0,Moderate
2024-02-17,32.59,74.84,5.24,3.86,6.32,7.71,2.07,0.44,5.99,73.06,27.58,54.31666666666667,74.84,2.5874999999999995,7.9,1.9275,22.0,5.99,7.0,75.0,Moderate
2024-02-18,50.86,92.5,12.06,5.31,12.64,8.1,2.32,0.47,5.68,73.9,27.47,84.76666666666667,92.5,2.8999999999999995,15.8,2.025,23.5,5.68,7.0,92.0,Moderate
2024-02-19,44.58,90.25,10.31,5.21,11.16,8.14,2.38,0.47,6.66,72.07,27.47,74.3,90.25,2.975,13.95,2.035,23.5,6.66,7.0,90.0,Moderate
2024-02-20,44.44,97.23,9.17,5.96,10.62,8.81,2.23,0.46,6.01,72.8,27.63,74.06666666666666,97.23,2.7875,13.275,2.2025,23.0,6.01,7.0,97.0,Moderate
2024-02-21,46.0,99.78,6.43,5.82,8.32,9.53,2.35,0.47,6.62,74.94,27.47,76.66666666666667,99.78,2.9375,10.4,2.3825,23.5,6.62,7.0,100.0,Moderate
2024-02-22,37.47,79.43,4.75,4.92,6.43,10.78,2.87,0.45,7.82,75.67,27.59,62.45,79.43,3.5875,8.0375,2.695,22.5,7.82,7.0,79.0,Moderate
2024-02-23,34.51,69.81,4.65,4.03,5.92,10.24,2.34,0.45,7.51,77.05,27.71,57.516666666666666,69.81,2.925,7.4,2.56,22.5,7.51,7.0,70.0,Moderate
2024-02-24,28.82,57.67,4.73,3.37,5.64,9.2,2.75,0.43,7.52,74.19,28.44,48.03333333333333,57.67,3.4375,7.05,2.3,21.5,7.52,7.0,58.0,Moderate
2024-02-25,23.49,48.84,4.29,2.74,4.93,7.86,2.13,0.4,7.83,69.73,27.54,39.15,48.84,2.6625,6.1625,1.965,20.0,7.83,7.0,49.0,Good
2024-02-26,25.54,64.1,4.6,2.88,5.2,7.85,2.57,0.39,7.51,71.78,27.58,42.56666666666667,64.1,3.2125,6.5,1.9625,19.5,7.51,7.0,64.0,Moderate
2024-02-27,28.39,65.47,4.09,2.5,4.63,7.38,2.62,0.38,8.29,72.09,27.56,47.31666666666667,65.47,3.275,5.7875,1.845,19.0,8.29,7.0,65.0,Moderate
2024-02-28,31.02,72.39,4.69,4.23,6.06,6.92,2.63,0.41,7.62,72.82,27.62,51.7,72.39,3.2875,7.575,1.73,20.5,7.62,7.0,72.0,Moderate
2024-02-29,42.67,93.4,8.83,5.56,10.14,7.46,2.87,0.5,7.0,73.0,27.49,71.11666666666667,93.4,3.5875,12.675,1.865,25.0,7.0,7.0,93.0,Moderate
2024-03-01,41.91,87.82,9.68,5.75,10.92,9.27,2.6,0.42,7.22,73.48,27.61,69.85,87.82,3.25,13.65,2.3175,21.0,7.22,7.0,88.0,Moderate
2024-03-02,59.5,129.88,22.44,9.04,23.06,10.48,2.75,0.44,7.13,74.68,27.45,99.16666666666666,119.92,3.4375,28.825,2.62,22.0,7.13,7.0,120.0,Unhealthy for Sensitive Groups
2024-03-03,42.23,74.58,3.86,3.78,5.15,10.82,2.82,0.4,10.18,70.27,27.6,70.38333333333333,74.58,3.525,6.4375,2.705,20.0,10.18,7.0,75.0,Moderate
2024-03-04,46.33,105.65,9.68,7.64,11.93,9.93,2.72,0.45,7.75,70.93,27.77,77.21666666666667,103.76666666666668,3.4,14.9125,2.4825,22.5,7.75,7.0,104.0,Unhealthy for Sensitive Groups
2024-03-05,42.48,101.4,10.92,7.17,12.59,9.34,2.74,0.41,7.5,71.82,27.57,70.8,100.93333333333334,3.425,15.7375,2.335,20.5,7.5,7.0,101.0,Unhealthy for Sensitive Groups
2024-03-06,52.46,153.36,21.81,7.85,21.91,9.69,3.0,0.44,5.53,72.71,27.64,87.43333333333334,135.57333333333335,3.75,27.3875,2.4225,22.0,5.53,7.0,136.0,Unhealthy for Sensitive Groups
2024-03-07,32.85,73.69,6.07,5.08,7.64,10.3,3.32,0.41,6.02,71.93,27.47,54.75,73.69,4.15,9.55,2.575,20.5,6.02,7.0,74.0,Moderate
2024-03-08,40.71,80.96,4.82,4.31,6.21,10.18,2.95,0.41,5.96,73.74,27.69,67.85,80.96,3.6875,7.7625,2.545,20.5,5.96,7.0,81.0,Moderate
2024-03-09,40.2,89.59,6.0,4.48,7.26,9.87,3.25,0.4,5.56,74.32,28.29,67.0,89.59,4.0625,9.075,2.4675,20.0,5.56,7.0,90.0,Moderate
2024-03-10,31.19,64.36,4.46,3.14,5.25,8.92,2.6,0.37,6.5,71.81,27.72,51.98333333333333,64.36,3.25,6.5625,2.23,18.5,6.5,7.0,64.0,Moderate
2024-03-11,36.42,72.14,3.77,3.91,5.11,8.71,2.52,0.37,8.91,70.91,27.55,60.7,72.14,3.15,6.387500000000001,2.1775,18.5,8.91,7.0,72.0,Moderate
2024-03-12,29.94,77.78,4.32,5.0,6.17,8.29,3.61,0.39,8.41,73.52,27.52,49.9,77.78,4.5125,7.7125,2.0725,19.5,8.41,7.0,78.0,Moderate
2024-03-13,37.49,90.29,3.75,5.04,5.73,8.26,2.48,0.37,8.26,74.68,27.51,62.48333333333333,90.29,3.1,7.1625,2.065,18.5,8.26,7.0,90.0,Moderate
2024-03-14,35.72,76.21,3.43,4.19,5.03,8.24,3.22,0.39,9.29,74.01,27.6,59.53333333333333,76.21,4.025,6.2875,2.06,19.5,9.29,7.0,76.0,Moderate
2024-03-15,26.21,63.75,4.87,5.06,6.66,7.59,3.04,0.43,7.66,72.21,27.6,43.68333333333333,63.75,3.8,8.325,1.8975,21.5,7.66,7.0,64.0,Moderate
2024-03-16,18.53,52.51,4.37,3.57,5.44,7.4,2.98,0.37,6.19,74.41,27.7,30.883333333333333,52.51,3.725,6.8,1.85,18.5,6.19,7.0,53.0,Moderate
2024-03-17,8.21,28.62,4.27,2.96,5.05,6.77,3.61,0.46,5.31,71.8,27.62,13.683333333333335,28.62,4.5125,6.3125,1.6925,23.0,5.31,7.0,29.0,Good
2024-03-18,12.82,41.78,5.13,3.62,6.09,6.66,2.76,0.38,5.27,71.97,27.66,21.366666666666667,41.78,3.45,7.6125,1.665,19.0,5.27,7.0,42.0,Good
2024-03-19,28.84,65.99,5.65,4.27,6.87,7.27,2.52,0.39,6.03,72.98,27.7,48.06666666666667,65.99,3.15,8.5875,1.8175,19.5,6.03,7.0,66.0,Moderate
2024-03-20,37.62,81.66,4.68,4.55,6.23,7.13,2.66,0.39,7.44,71.04,27.53,62.7,81.66,3.325,7.7875,1.7825,19.5,7.44,7.0,82.0,Moderate
2024-03-21,20.36,51.85,3.68,2.88,4.52,6.88,2.76,0.38,6.43,71.92,27.74,33.93333333333333,51.85,3.45,5.65,1.72,19.0,6.43,7.0,52.0,Moderate
2024-03-22,20.98,50.26,4.11,3.11,4.95,7.19,3.18,0.38,6.91,72.4,27.72,34.96666666666667,50.26,3.975,6.1875,1.7975,19.0,6.91,7.0,50.0,Good
2024-03-23,26.99,63.45,4.69,4.34,6.09,7.15,3.14,0.41,6.51,71.65,27.5,44.98333333333333,63.45,3.925,7.6125,1.7875,20.5,6.51,7.0,63.0,Moderate
2024-03-24,24.69,59.27,4.91,4.18,6.22,6.9,3.24,0.4,6.17,72.1,27.54,41.15,59.27,4.05,7.775,1.725,20.0,6.17,7.0,59.0,Moderate
2024-03-25,17.93,47.75,6.25,3.66,7.0,7.01,3.03,0.38,6.62,70.48,27.53,29.883333333333333,47.75,3.7875,8.75,1.7525,19.0,6.62,7.0,48.0,Good
2024-03-26,19.86,53.36,8.87,4.57,9.64,7.17,3.22,0.39,6.03,68.77,27.64,33.1,53.36,4.025,12.05,1.7925,19.5,6.03,7.0,53.0,Moderate
2024-03-27,24.29,62.26,10.48,4.79,11.07,7.33,2.97,0.4,4.99,71.33,27.71,40.48333333333333,62.26,3.7125,13.8375,1.8325,20.0,4.99,7.0,62.0,Moderate
2024-03-28,24.29,71.31,14.49,5.45,14.67,7.6,3.13,0.38,4.27,73.54,27.72,40.48333333333333,71.31,3.9125,18.3375,1.9,19.0,4.27,7.0,71.0,Moderate
2024-03-29,18.0,57.28,5.66,4.01,6.75,8.01,3.11,0.4,4.69,74.51,27.76,30.0,57.28,3.8875,8.4375,2.0025,20.0,4.69,7.0,57.0,Moderate
2024-03-30,15.94,50.94,6.07,4.9,7.54,7.97,3.49,0.41,4.59,72.22,27.79,26.566666666666663,50.94,4.3625,9.425,1.9925,20.5,4.59,7.0,51.0,Moderate
2024-03-31,19.0,69.0,9.66,4.24,10.1,8.17,3.32,0.38,4.47,73.62,27.71,31.666666666666668,69.0,4.15,12.625,2.0425,19.0,4.47,7.0,69.0,Moderate
2024-04-01,13.49,47.61,6.95,3.68,7.61,8.72,3.24,0.39,3.99,73.85,27.69,22.48333333333333,47.61,4.05,9.5125,2.18,19.5,3.99,7.0,48.0,Good
2024-04-02,15.42,50.73,6.42,3.71,7.2,8.81,3.42,0.39,3.99,74.57,27.57,25.7,50.73,4.275,9.0,2.2025,19.5,3.99,7.0,51.0,Moderate
2024-04-03,12.05,50.29,10.01,3.96,10.25,8.62,2.84,0.37,3.5,74.49,27.66,20.08333333333333,50.29,3.55,12.8125,2.155,18.5,3.5,7.0,50.0,Good
2024-04-04,7.73,39.81,6.61,3.54,7.25,8.15,3.64,0.38,3.65,75.9,27.58,12.883333333333333,39.81,4.55,9.0625,2.0375,19.0,3.65,7.0,40.0,Good
2024-04-05,7.27,36.14,8.04,4.57,8.94,8.25,3.04,0.36,4.04,76.51,27.29,12.116666666666667,36.14,3.8,11.175,2.0625,18.0,4.04,7.0,36.0,Good
2024-04-06,12.59,45.79,6.98,4.62,8.13,7.44,2.63,0.3,4.7,75.44,27.46,20.98333333333333,45.79,3.2875,10.1625,1.86,15.0,4.7,7.0,46.0,Good
2024-04-07,12.23,41.31,6.86,3.4,7.39,8.6,2.56,0.31,4.78,76.06,27.6,20.383333333333333,41.31,3.2,9.2375,2.15,15.5,4.78,7.0,41.0,Good
2024-04-08,13.99,46.17,5.94,3.24,6.51,8.85,2.69,0.31,5.92,76.1,27.45,23.316666666666663,46.17,3.3625,8.1375,2.2125,15.5,5.92,7.0,46.0,Good
2024-04-09,23.49,54.3,6.13,2.85,6.5,9.16,2.55,0.32,6.1,72.02,27.51,39.15,54.3,3.1875,8.125,2.29,16.0,6.1,7.0,54.0,Moderate
2024-04-10,31.47,68.02,6.22,3.24,6.77,9.32,2.71,0.37,6.73,72.41,27.54,52.45,68.02,3.3875,8.4625,2.33,18.5,6.73,7.0,68.0,Moderate
2024-04-11,23.88,51.41,5.7,2.54,5.95,8.21,2.99,0.34,6.28,71.32,27.45,39.8,51.41,3.7375,7.4375,2.0525,17.0,6.28,7.0,51.0,Moderate
2024-04-12,17.05,41.05,5.17,2.64,5.59,7.5,3.08,0.33,6.72,72.84,27.62,28.416666666666668,41.05,3.85,6.9875,1.875,16.5,6.72,7.0,41.0,Good
2024-04-13,20.54,51.59,9.04,4.53,9.75,8.58,2.99,0.35,6.29,71.04,27.91,34.233333333333334,51.59,3.7375,12.1875,2.145,17.5,6.29,7.0,52.0,Moderate
2024-04-14,41.38,77.91,4.86,2.78,5.43,11.05,2.86,0.41,15.44,69.7,27.47,68.96666666666667,77.91,3.575,6.7875,2.7625,20.5,15.44,7.0,78.0,Moderate
2024-04-15,25.5,60.47,8.42,4.69,9.34,9.14,2.0,0.42,6.14,72.24,27.63,42.5,60.47,2.5,11.675,2.285,21.0,6.14,7.0,60.0,Moderate
2024-04-16,24.2,77.68,8.7,5.7,10.11,9.14,2.79,0.47,5.29,72.17,27.7,40.333333333333336,77.68,3.4875,12.6375,2.285,23.5,5.29,7.0,78.0,Moderate
2024-04-17,16.1,49.41,6.22,4.08,7.23,10.33,2.0,0.37,5.63,74.84,27.67,26.833333333333336,49.41,2.5,9.0375,2.5825,18.5,5.63,7.0,49.0,Good
2024-04-18,7.89,35.36,5.78,3.78,6.71,9.73,1.86,0.32,5.66,74.92,27.79,13.15,35.36,2.325,8.3875,2.4325,16.0,5.66,7.0,35.0,Good
2024-04-19,5.62,25.2,5.14,2.79,5.62,9.13,2.98,0.31,6.41,76.3,27.69,9.366666666666667,25.2,3.725,7.025,2.2825,15.5,6.41,7.0,25.0,Good
2024-04-20,8.01,29.27,5.0,3.02,5.63,8.71,3.17,0.31,7.74,76.65,27.81,13.35,29.27,3.9625,7.0375,2.1775,15.5,7.74,7.0,29.0,Good
2024-04-21,4.96,22.7,5.48,2.97,6.02,8.46,2.46,0.31,6.3,76.93,27.86,8.266666666666667,22.7,3.075,7.525,2.115,15.5,6.3,7.0,23.0,Good
2024-04-22,5.0,30.12,5.32,3.79,6.31,7.63,2.47,0.32,6.12,74.97,27.62,8.333333333333334,30.12,3.0875000000000004,7.8875,1.9075,16.0,6.12,7.0,30.0,Good
2024-04-23,5.73,31.67,13.09,5.12,13.25,7.43,2.58,0.72,5.85,73.66,27.65,9.55,31.67,3.225,16.5625,1.8575,36.0,5.85,7.0,36.0,Good
2024-04-24,8.87,37.52,10.74,5.49,11.65,7.81,3.15,0.56,5.62,74.93,27.66,14.783333333333331,37.52,3.9375,14.5625,1.9525,28.000000000000004,5.62,7.0,38.0,Good
2024-04-25,4.66,31.6,9.07,4.44,9.74,8.6,2.38,0.49,4.9,74.77,27.7,7.766666666666667,31.6,2.975,12.175,2.15,24.5,4.9,7.0,32.0,Good
2024-04-26,9.64,50.35,10.43,4.48,10.86,8.37,2.09,0.44,6.4,74.3,27.73,16.066666666666666,50.35,2.6125,13.575,2.0925,22.0,6.4,7.0,50.0,Good
2024-04-27,15.2,56.42,9.61,4.5,10.21,8.57,1.68,0.43,9.38,74.2,27.32,25.33333333333333,56.42,2.1,12.7625,2.1425,21.5,9.38,7.0,56.0,Moderate
2024-04-28,6.37,35.71,10.13,3.45,10.07,8.18,2.73,0.43,3.61,75.4,26.67,10.616666666666667,35.71,3.4125,12.5875,2.045,21.5,3.61,7.0,36.0,Good
2024-04-29,5.73,27.51,10.56,3.38,10.34,10.81,2.94,0.42,3.85,75.7,30.46,9.55,27.51,3.675,12.925,2.7025,21.0,3.85,7.0,28.0,Good
2024-04-30,5.33,36.27,7.82,3.06,7.99,7.42,2.36,0.35,3.55,74.32,26.85,8.883333333333333,36.27,2.95,9.9875,1.855,17.5,3.55,7.0,36.0,Good
2024-05-01,10.59,40.7,6.65,3.66,7.29,7.92,3.36,0.37,5.38,73.07,27.45,17.65,40.7,4.2,9.1125,1.98,18.5,5.38,7.0,41.0,Good
2024-05-02,9.14,45.59,4.12,3.37,5.11,7.47,2.77,0.3,6.11,74.31,26.88,15.233333333333333,45.59,3.4625,6.387500000000001,1.8675,15.0,6.11,7.0,46.0,Good
2024-05-03,13.28,55.23,4.28,3.83,5.52,8.77,3.01,0.38,5.91,74.43,28.01,22.133333333333333,55.23,3.7625,6.9,2.1925,19.0,5.91,7.0,55.0,Moderate
2024-05-04,9.81,44.06,4.16,4.76,5.88,7.55,2.71,0.43,8.16,73.26,27.07,16.35,44.06,3.3875,7.35,1.8875,21.5,8.16,7.0,44.0,Good
2024-05-05,11.55,46.39,4.01,3.3,5.01,10.19,2.43,0.4,5.07,73.78,26.86,19.25,46.39,3.0375000000000005,6.2625,2.5475,20.0,5.07,7.0,46.0,Good
2024-05-06,13.17,52.06,5.08,4.33,6.35,9.77,2.1,0.44,5.45,76.92,27.18,21.95,52.06,2.625,7.9375,2.4425,22.0,5.45,7.0,52.0,Moderate
2024-05-07,10.96,45.92,4.1,3.21,5.02,8.59,2.35,0.41,5.45,74.53,26.83,18.266666666666666,45.92,2.9375,6.275,2.1475,20.5,5.45,7.0,46.0,Good
2024-05-08,11.2,41.36,4.47,4.25,5.89,7.77,2.79,0.4,6.48,71.54,26.57,18.666666666666668,41.36,3.4875,7.3625,1.9425,20.0,6.48,7.0,41.0,Good
2024-05-09,6.26,23.46,4.79,3.9,5.97,7.51,2.94,0.36,4.15,74.62,26.58,10.433333333333334,23.46,3.675,7.4625,1.8775,18.0,4.15,7.0,23.0,Good
2024-05-10,3.38,23.98,4.51,3.53,5.53,7.47,2.11,0.35,1.28,72.42,26.62,5.633333333333334,23.98,2.6375,6.9125,1.8675,17.5,1.28,7.0,24.0,Good
2024-05-11,5.0,26.4,4.51,2.18,4.73,6.3,2.3,0.38,7.16,73.28,26.86,8.333333333333334,26.4,2.875,5.9125000000000005,1.575,19.0,7.16,7.0,26.0,Good
2024-05-12,3.33,23.19,4.0,1.2,3.67,5.64,2.38,0.46,6.87,72.48,26.76,5.55,23.19,2.975,4.5875,1.41,23.0,6.87,7.0,23.0,Good
2024-05-13,6.79,37.49,5.25,1.65,5.03,6.1,2.27,0.4,7.72,72.54,26.81,11.316666666666666,37.49,2.8375,6.2875,1.525,20.0,7.72,7.0,37.0,Good
2024-05-14,5.04,39.4,5.88,1.5,5.42,6.15,2.49,0.39,6.73,71.94,26.69,8.4,39.4,3.1125000000000003,6.775,1.5375,19.5,6.73,7.0,39.0,Good
2024-05-15,7.27,41.2,4.49,2.44,4.81,6.6,2.37,0.39,10.53,72.56,26.56,12.116666666666667,41.2,2.9625,6.012499999999999,1.65,19.5,10.53,7.0,41.0,Good
2024-05-16,3.72,36.98,5.36,3.59,5.84,8.16,3.05,0.57,13.46,82.89,30.13,6.2,36.98,3.8125,7.3,2.04,28.5,13.46,7.0,37.0,Good
2024-05-17,9.51,28.39,5.43,5.63,5.79,14.84,2.43,0.57,5.99,81.03,26.48,15.85,28.39,3.0375000000000005,7.2375,3.71,28.5,5.99,7.0,28.0,Good
2024-05-18,9.51,21.06,15.71,4.2,15.01,17.89,2.34,0.42,5.89,74.99,27.06,15.85,21.06,2.925,18.7625,4.4725,21.0,5.89,7.0,21.0,Good
2024-05-19,5.56,34.79,11.43,3.94,11.39,15.24,1.9,0.42,8.79,74.17,26.69,9.266666666666667,34.79,2.375,14.2375,3.81,21.0,8.79,7.0,35.0,Good
2024-05-20,6.6,23.6,10.43,4.91,11.09,14.26,2.47,0.47,7.26,76.44,26.73,11.0,23.6,3.0875000000000004,13.8625,3.565,23.5,7.26,7.0,24.0,Good
